,fighter,current_lose_streak,current_win_streak,avg_head_landed,avg_KD,avg_sig_str_landed,avg_td_landed,avg_total_str_landed,longest_winning_streak,losses,total_title_bouts,win_by_ko/tko,wins,stance,height_cms,reach_cms,weight_lbs,age,total_fights
1839,Thiago Alves,2,0,15.92307692,0.615384615,28.76923077,0.46153846200000004,44.30769231,7,4,1,6,9,Orthodox,175.26,177.8,170.0,27.0,13
1840,Mark Bocek,1,0,11.0,0.0,16.85714286,2.5714285709999998,50.71428571,3,3,0,0,4,Orthodox,172.72,190.5,155.0,29.0,7
1841,Stephan Bonnar,0,1,23.16666667,0.166666667,30.58333333,0.833333333,58.08333333,3,6,1,2,6,Orthodox,193.04,198.12,205.0,33.0,12
1842,Rampage Jackson,1,0,24.28571429,1.142857143,37.0,0.571428571,62.42857143,3,2,3,3,5,Orthodox,185.42,185.42,205.0,32.0,7
1844,George Sotiropoulos,0,6,20.83333333,0.166666667,23.0,2.0,55.0,6,0,0,1,6,Orthodox,177.8,180.34,155.0,33.0,6
1845,Paul Kelly,1,0,28.28571429,0.0,37.0,1.142857143,87.0,2,3,0,0,4,Orthodox,175.26,177.8,155.0,26.0,7
1846,Dennis Siver,0,1,17.22222222,0.444444444,28.44444444,0.444444444,48.77777778,3,4,0,3,5,Orthodox,167.64,177.8,145.0,31.0,9
1847,Amir Sadollah,1,0,20.2,0.0,47.0,0.4,54.8,2,2,1,0,3,Orthodox,177.8,187.96,170.0,30.0,5
1848,Krzysztof Soszynski,1,0,18.83333333,0.166666667,26.83333333,0.5,35.16666667,3,2,0,1,4,Open Stance,185.42,195.58,205.0,33.0,6
1850,Vladimir Matyushenko,1,0,14.0,0.0,20.125,2.125,64.0,2,3,1,1,5,Orthodox,182.88,187.96,205.0,39.0,8
1852,Diego Sanchez,2,0,26.0,0.35714285700000004,32.85714286,1.357142857,44.71428571,6,4,2,5,10,Southpaw,177.8,182.88,170.0,28.0,14
1855,Sam Stout,1,0,28.66666667,0.222222222,55.55555556,0.111111111,68.77777778,2,5,0,0,4,Orthodox,175.26,177.8,155.0,26.0,9
1858,Michael Bisping,0,1,29.41666667,0.25,39.66666667,1.5,52.83333333,4,3,1,6,9,Orthodox,185.42,190.5,185.0,31.0,12
1859,Spencer Fisher,2,0,17.38461538,0.23076923100000002,35.61538462,0.538461538,56.15384615,3,5,0,2,8,Southpaw,170.18,177.8,155.0,34.0,13
1860,Frank Mir,1,0,5.25,0.3125,9.875,0.75,17.625,4,5,4,2,11,Southpaw,190.5,200.66,264.0,31.0,16
1861,Sean Sherk,1,0,25.45454545,0.0,34.27272727,4.090909091,108.45454550000001,3,4,4,0,7,Orthodox,167.64,170.18,155.0,37.0,11
1862,Melvin Guillard,0,2,9.272727273,0.636363636,13.45454545,1.181818182,15.81818182,2,4,0,4,7,Orthodox,175.26,172.72,155.0,27.0,11
1863,CB Dollaway,0,2,7.833333333,0.0,12.83333333,2.166666667,32.0,2,2,1,1,4,Orthodox,187.96,193.04,185.0,27.0,6
1865,Thiago Tavares,1,0,15.5,0.0,21.25,2.875,72.375,2,4,0,0,4,Orthodox,170.18,172.72,145.0,25.0,8
1867,Nate Marquardt,1,0,17.81818182,0.727272727,27.63636364,1.9090909090000001,38.90909091,4,3,1,3,8,Orthodox,182.88,187.96,185.0,31.0,11
1868,Jim Miller,0,4,18.71428571,0.28571428600000004,28.14285714,2.285714286,53.57142857,4,1,0,1,6,Southpaw,172.72,180.34,155.0,27.0,7
1869,Cole Miller,0,1,10.71428571,0.14285714300000002,14.71428571,0.28571428600000004,24.85714286,2,2,0,1,5,Orthodox,185.42,187.96,145.0,26.0,7
1870,Yves Edwards,2,0,10.7,0.5,20.8,0.2,37.8,6,4,0,3,6,Southpaw,175.26,185.42,155.0,33.0,10
1873,Frankie Edgar,0,4,35.375,0.0,47.875,3.625,79.625,4,1,1,1,7,Orthodox,167.64,172.72,145.0,28.0,8
1874,Randy Couture,0,2,26.68181818,0.045454545,34.77272727,2.3181818180000002,65.81818182,7,7,16,6,15,Orthodox,185.42,190.5,205.0,47.0,22
1875,Demian Maia,1,0,9.625,0.0,12.0,1.375,31.625,5,2,1,0,6,Southpaw,185.42,182.88,170.0,32.0,8
1876,Nate Diaz,0,1,16.4,0.2,24.1,1.2,53.4,5,3,1,1,7,Southpaw,182.88,193.04,170.0,25.0,10
1877,Joe Lauzon,1,0,10.71428571,0.14285714300000002,11.85714286,2.0,21.14285714,3,2,0,2,5,Orthodox,177.8,180.34,155.0,26.0,7
1878,Dan Miller,3,0,10.16666667,0.0,18.66666667,1.166666667,44.5,3,3,0,0,3,Orthodox,185.42,187.96,185.0,29.0,6
1880,Anderson Silva,0,11,17.18181818,1.0909090909999999,33.0,0.181818182,40.54545455,11,0,7,7,11,Southpaw,187.96,195.58,185.0,35.0,11
1881,Jon Fitch,0,4,22.92307692,0.153846154,35.84615385,3.0,128.6153846,8,1,1,1,12,Orthodox,182.88,193.04,170.0,32.0,13
1882,Clay Guida,0,1,19.36363636,0.272727273,31.36363636,3.272727273,68.0,3,5,0,1,6,Orthodox,170.18,177.8,155.0,28.0,11
1883,Matt Hughes,0,2,15.77272727,0.090909091,23.27272727,2.136363636,42.59090909,6,5,12,6,17,Switch,175.26,185.42,170.0,36.0,22
1885,Stefan Struve,1,0,6.2,0.0,14.4,0.4,32.4,3,2,0,0,3,Orthodox,210.82,213.36,265.0,22.0,5
1886,Jon Jones,0,1,20.4,0.2,33.4,2.4,48.8,3,1,0,1,4,Orthodox,193.04,213.36,205.0,23.0,5
1890,Chris Leben,0,2,17.26666667,0.26666666699999997,27.8,1.0,86.6,5,5,0,6,10,Southpaw,180.34,187.96,185.0,29.0,15
1891,Chris Lytle,0,2,16.5625,0.125,30.9375,0.5625,70.6875,2,9,1,1,7,Orthodox,180.34,172.72,170.0,35.0,16
1892,George Sotiropoulos,0,5,15.8,0.0,18.0,2.2,49.6,5,0,0,1,5,Orthodox,177.8,180.34,155.0,32.0,5
1894,Kendall Grove,1,0,12.8,0.2,19.7,0.3,42.0,3,4,1,2,6,Orthodox,198.12,200.66,185.0,27.0,10
1897,Chris Leben,0,1,16.28571429,0.28571428600000004,26.78571429,1.071428571,88.07142857,5,5,0,5,9,Southpaw,180.34,187.96,185.0,29.0,14
1899,Mirko Cro Cop,0,1,12.5,0.333333333,17.16666667,0.333333333,31.33333333,1,3,0,2,3,Southpaw,187.96,185.42,230.0,35.0,6
1904,Michael Bisping,1,0,25.27272727,0.272727273,36.36363636,1.636363636,50.63636364,4,3,1,6,8,Orthodox,185.42,190.5,185.0,31.0,11
1906,Melvin Guillard,0,1,9.1,0.6,13.4,1.3,15.4,2,4,0,3,6,Orthodox,175.26,172.72,155.0,27.0,10
1907,Aaron Riley,1,0,19.5,0.0,38.5,0.833333333,70.0,1,4,0,0,2,Southpaw,172.72,175.26,155.0,29.0,6
1908,Josh Koscheck,0,2,13.75,0.25,17.6875,1.8125,36.875,5,4,0,5,12,Orthodox,177.8,185.42,170.0,32.0,16
1909,Marcus Davis,2,0,14.5,0.25,23.0,0.916666667,48.08333333,6,4,0,2,8,Southpaw,177.8,177.8,170.0,36.0,12
1911,Anderson Silva,0,10,16.0,1.1,30.2,0.2,38.4,10,0,6,7,10,Southpaw,187.96,195.58,185.0,34.0,10
1912,Matt Hughes,0,1,15.0,0.0,21.04761905,2.238095238,41.23809524,6,5,12,5,16,Switch,175.26,185.42,170.0,36.0,21
1914,Paul Kelly,1,0,27.6,0.0,37.6,1.6,90.8,2,2,0,0,3,Orthodox,175.26,177.8,155.0,25.0,5
1916,Kenny Florian,0,1,16.0,0.076923077,23.61538462,1.5384615380000002,55.76923077,6,3,3,2,10,Southpaw,177.8,187.96,145.0,33.0,13
1921,Yushin Okami,1,0,22.0,0.222222222,29.11111111,1.888888889,62.66666667,4,2,0,3,7,Southpaw,187.96,190.5,170.0,28.0,9
1923,Georges St-Pierre,0,6,32.46666667,0.533333333,48.2,3.4,107.6,6,2,8,5,13,Orthodox,180.34,193.04,185.0,28.0,15
1924,Kurt Pellegrino,0,3,17.88888889,0.222222222,22.44444444,2.111111111,51.33333333,3,3,0,1,6,Orthodox,172.72,177.8,155.0,30.0,9
1925,Jim Miller,0,3,19.83333333,0.333333333,29.0,2.5,55.5,3,1,0,1,5,Southpaw,172.72,180.34,155.0,26.0,6
1926,Nate Diaz,1,0,15.22222222,0.111111111,23.0,1.333333333,53.33333333,5,3,1,0,6,Southpaw,182.88,193.04,170.0,24.0,9
1927,Ricardo Almeida,0,2,12.0,0.0,19.14285714,2.857142857,33.28571429,2,3,0,0,4,Orthodox,182.88,187.96,170.0,33.0,7
1931,Cheick Kongo,2,0,15.09090909,0.272727273,32.90909091,1.181818182,58.18181818,3,4,0,4,7,Orthodox,193.04,208.28,240.0,34.0,11
1932,Alessio Sakara,0,2,18.2,0.2,20.8,1.0,30.9,2,5,0,3,5,Orthodox,182.88,182.88,185.0,28.0,10
1933,Clay Guida,2,0,20.4,0.3,33.1,3.4,67.6,3,5,0,1,5,Orthodox,170.18,177.8,155.0,28.0,10
1937,Cain Velasquez,0,5,36.4,0.6,47.8,2.8,122.0,5,0,0,4,5,Orthodox,185.42,195.58,240.0,27.0,5
1938,Wanderlei Silva,2,0,12.85714286,0.571428571,19.42857143,0.14285714300000002,45.85714286,1,5,1,2,2,Orthodox,180.34,187.96,205.0,33.0,7
1941,Mirko Cro Cop,1,0,10.4,0.4,14.8,0.4,24.6,1,3,0,2,2,Southpaw,187.96,185.42,230.0,35.0,5
1943,Chris Lytle,0,1,17.53333333,0.133333333,32.86666667,0.6,75.26666667,2,9,1,1,6,Orthodox,180.34,172.72,170.0,35.0,15
1944,CB Dollaway,0,1,7.0,0.0,10.4,1.6,24.0,2,2,1,1,3,Orthodox,187.96,193.04,185.0,26.0,5
1945,Randy Couture,0,1,26.0,0.047619048,34.33333333,2.3809523809999997,65.71428571,7,7,16,6,14,Orthodox,185.42,190.5,205.0,46.0,21
1946,Chael Sonnen,0,2,16.83333333,0.0,29.66666667,2.833333333,82.33333333,2,3,0,0,3,Southpaw,185.42,187.96,205.0,32.0,6
1948,Demian Maia,1,0,7.666666667,0.0,9.333333332999999,1.166666667,29.16666667,5,1,0,0,5,Southpaw,185.42,182.88,170.0,32.0,6
1949,Matt Serra,2,0,8.333333332999999,0.333333333,16.41666667,1.9166666669999999,43.25,2,6,3,1,6,Orthodox,167.64,172.72,170.0,35.0,12
1950,Mac Danzig,3,0,22.8,0.4,29.0,0.6,85.2,2,3,1,0,2,Orthodox,172.72,177.8,155.0,30.0,5
1951,Melvin Guillard,1,0,7.555555556,0.666666667,11.11111111,1.4444444440000002,12.77777778,2,4,0,3,5,Orthodox,175.26,172.72,155.0,26.0,9
1952,Rob Emerson,2,0,15.8,0.2,27.0,0.6,31.6,2,3,0,1,2,Orthodox,175.26,177.8,155.0,28.0,5
1954,Gray Maynard,0,6,16.42857143,0.28571428600000004,21.42857143,3.142857143,44.28571429,6,1,0,1,6,Orthodox,175.26,177.8,155.0,30.0,7
1958,Chris Leben,2,0,13.84615385,0.307692308,24.23076923,1.0,80.92307692,5,5,0,5,8,Southpaw,180.34,187.96,185.0,29.0,13
1962,Rashad Evans,1,0,19.5,0.4,23.4,3.3,36.2,5,2,3,4,8,Orthodox,182.88,190.5,205.0,30.0,10
1964,Sam Stout,0,1,22.57142857,0.14285714300000002,48.0,0.14285714300000002,61.85714286,1,4,0,0,3,Orthodox,175.26,177.8,155.0,25.0,7
1965,Jim Miller,0,2,23.2,0.2,33.6,3.0,64.4,2,1,0,1,4,Southpaw,172.72,180.34,155.0,26.0,5
1967,Martin Kampmann,1,0,20.0,0.25,26.375,1.0,37.625,4,2,0,1,6,Orthodox,182.88,182.88,170.0,27.0,8
1968,Cole Miller,1,0,10.5,0.166666667,14.66666667,0.333333333,26.0,2,2,0,1,4,Orthodox,185.42,187.96,145.0,25.0,6
1972,BJ Penn,0,1,26.33333333,0.333333333,36.66666667,1.4,78.93333333,3,5,8,5,10,Orthodox,175.26,177.8,155.0,30.0,15
1973,Frank Mir,1,0,5.714285714,0.28571428600000004,10.92857143,0.857142857,19.78571429,4,4,3,2,10,Southpaw,190.5,200.66,264.0,30.0,14
1974,Jon Fitch,0,2,20.0,0.181818182,30.81818182,3.0,122.81818179999999,8,1,1,1,10,Orthodox,182.88,193.04,170.0,31.0,11
1975,Kenny Florian,1,0,15.66666667,0.0,23.75,1.5833333330000001,56.83333333,6,3,3,2,9,Southpaw,177.8,187.96,145.0,33.0,12
1977,Alan Belcher,1,0,13.88888889,0.222222222,27.11111111,0.333333333,35.33333333,2,4,0,1,5,Orthodox,187.96,185.42,185.0,25.0,9
1978,Matt Wiman,2,0,19.85714286,0.14285714300000002,25.71428571,2.0,48.0,4,3,0,2,4,Orthodox,177.8,172.72,155.0,26.0,7
1983,Matt Hamill,0,2,26.625,0.125,29.875,2.125,63.0,3,2,0,5,6,Orthodox,185.42,193.04,205.0,33.0,8
1984,Frankie Edgar,0,2,37.5,0.0,49.5,4.666666667,89.66666667,3,1,0,1,5,Orthodox,167.64,172.72,145.0,28.0,6
1987,Mark Bocek,0,2,13.8,0.0,19.0,2.4,57.6,2,2,0,0,3,Orthodox,172.72,190.5,155.0,28.0,5
1988,Forrest Griffin,2,0,31.09090909,0.090909091,53.45454545,0.454545455,70.18181818,3,4,3,1,7,Orthodox,190.5,195.58,205.0,30.0,11
1989,Josh Koscheck,0,1,13.66666667,0.26666666699999997,17.6,1.8,36.66666667,5,4,0,5,11,Orthodox,177.8,185.42,170.0,31.0,15
1993,Kendall Grove,1,0,15.0,0.125,23.125,0.25,46.75,3,3,1,2,5,Orthodox,198.12,200.66,185.0,27.0,8
1996,Randy Couture,2,0,26.35,0.05,34.1,2.45,66.05,7,7,16,6,13,Orthodox,185.42,190.5,205.0,46.0,20
1998,Michael Bisping,1,0,25.88888889,0.333333333,37.66666667,1.111111111,52.11111111,4,2,1,5,7,Orthodox,185.42,190.5,185.0,30.0,9
2002,Terry Etim,0,3,13.16666667,0.333333333,26.83333333,0.166666667,30.83333333,3,2,0,1,4,Orthodox,185.42,185.42,155.0,23.0,6
2004,Dennis Siver,0,2,11.33333333,0.333333333,17.0,0.333333333,46.5,2,3,0,2,3,Orthodox,167.64,177.8,145.0,30.0,6
2006,Lyoto Machida,0,7,25.0,1.285714286,44.71428571,1.285714286,67.71428571,7,0,1,2,7,Southpaw,185.42,187.96,185.0,31.0,7
2008,Gleison Tibau,1,0,9.888888889,0.0,12.0,4.0,49.22222222,3,4,0,0,5,Southpaw,177.8,180.34,155.0,26.0,9
2009,Joe Stevenson,0,1,14.72727273,0.090909091,20.63636364,2.1818181819999998,40.45454545,4,4,2,0,7,Orthodox,170.18,177.8,145.0,27.0,11
2010,Anthony Johnson,0,2,14.0,0.833333333,24.5,1.5,48.33333333,2,2,0,4,4,Orthodox,187.96,198.12,205.0,25.0,6
2013,Chael Sonnen,0,1,12.6,0.0,17.4,2.6,70.0,1,3,0,0,2,Southpaw,185.42,187.96,205.0,32.0,5
2014,Jorge Rivera,0,1,13.9,0.4,24.4,0.6,44.7,1,5,0,2,5,Orthodox,185.42,185.42,185.0,37.0,10
2017,Vitor Belfort,2,0,8.181818182,0.363636364,9.636363636,0.545454545,14.36363636,3,4,3,5,7,Southpaw,182.88,187.96,185.0,32.0,11
2019,Josh Koscheck,1,0,14.07142857,0.214285714,18.21428571,1.928571429,38.64285714,5,4,0,4,10,Orthodox,177.8,185.42,170.0,31.0,14
2020,Tyson Griffin,0,1,28.375,0.0,51.5,1.5,81.75,4,2,0,0,6,Orthodox,167.64,172.72,145.0,25.0,8
2026,Vladimir Matyushenko,1,0,12.2,0.0,17.8,2.2,75.4,2,2,1,1,3,Orthodox,182.88,187.96,205.0,38.0,5
2028,Nate Diaz,2,0,10.71428571,0.14285714300000002,16.57142857,1.428571429,53.71428571,5,2,1,0,5,Southpaw,182.88,193.04,170.0,24.0,7
2029,Gray Maynard,0,5,16.0,0.333333333,21.16666667,3.166666667,44.5,5,1,0,1,5,Orthodox,175.26,177.8,155.0,30.0,6
2031,Nate Quarry,0,1,15.125,0.5,28.25,0.125,35.625,3,2,1,5,6,Open Stance,182.88,182.88,185.0,37.0,8
2035,Jeremy Stephens,2,0,16.57142857,0.28571428600000004,24.28571429,0.857142857,50.42857143,2,4,0,2,3,Orthodox,172.72,180.34,145.0,23.0,7
2038,Thiago Silva,1,0,12.4,0.2,18.4,0.4,25.2,4,1,0,4,4,Orthodox,187.96,187.96,205.0,26.0,5
2039,Nate Marquardt,0,2,20.88888889,0.7777777779999999,32.44444444,2.333333333,43.33333333,4,2,1,2,7,Orthodox,182.88,187.96,185.0,30.0,9
2040,Brandon Vera,0,1,11.11111111,0.666666667,27.66666667,0.444444444,34.22222222,4,3,0,4,6,Orthodox,190.5,193.04,230.0,31.0,9
2042,Gabriel Gonzaga,1,0,7.777777778,0.444444444,12.77777778,1.333333333,24.88888889,4,3,1,4,6,Orthodox,187.96,193.04,242.0,30.0,9
2045,BJ Penn,1,0,25.92857143,0.35714285700000004,35.21428571,1.428571429,73.78571429,3,5,7,5,9,Orthodox,175.26,177.8,155.0,30.0,14
2046,Anderson Silva,0,9,16.44444444,0.8888888890000001,32.11111111,0.222222222,41.22222222,9,0,6,6,9,Southpaw,187.96,195.58,185.0,34.0,9
2048,Ricardo Almeida,0,1,10.16666667,0.0,16.0,2.333333333,27.16666667,1,3,0,0,3,Orthodox,182.88,187.96,170.0,32.0,6
2049,Kurt Pellegrino,0,2,18.0,0.25,22.625,2.0,44.625,2,3,0,1,5,Orthodox,172.72,177.8,155.0,30.0,8
2051,Alessio Sakara,0,1,18.22222222,0.222222222,20.44444444,1.111111111,31.55555556,1,5,0,3,4,Orthodox,182.88,182.88,185.0,27.0,9
2054,Jon Fitch,0,1,21.1,0.2,32.4,2.9,122.4,8,1,1,1,9,Orthodox,182.88,193.04,170.0,31.0,10
2056,Georges St-Pierre,0,5,32.28571429,0.5,47.42857143,2.928571429,104.7142857,5,2,7,5,12,Orthodox,180.34,193.04,185.0,28.0,14
2057,Dan Henderson,0,2,23.33333333,0.333333333,36.16666667,2.0,59.33333333,2,2,3,0,4,Orthodox,180.34,187.96,185.0,38.0,6
2058,Mark Coleman,4,0,19.4,0.0,21.3,2.2,42.6,6,4,3,3,6,Orthodox,185.42,190.5,205.0,44.0,10
2064,Diego Sanchez,0,3,24.72727273,0.363636364,32.72727273,1.545454545,46.63636364,6,2,1,5,9,Southpaw,177.8,182.88,170.0,27.0,11
2065,Chris Lytle,1,0,14.14285714,0.14285714300000002,28.0,0.642857143,72.92857143,2,9,1,1,5,Orthodox,180.34,172.72,170.0,34.0,14
2066,Joe Stevenson,2,0,15.7,0.1,20.0,1.6,39.6,4,4,2,0,6,Orthodox,170.18,177.8,145.0,27.0,10
2067,Melvin Guillard,0,1,8.428571429,0.7142857140000001,10.85714286,1.285714286,12.0,2,3,0,3,4,Orthodox,175.26,172.72,155.0,26.0,7
2071,Rich Franklin,1,0,27.78571429,0.642857143,43.5,0.7857142859999999,58.14285714,7,3,5,7,11,Southpaw,185.42,190.5,185.0,34.0,14
2074,Mike Swick,0,3,8.333333332999999,0.333333333,20.55555556,0.5555555560000001,32.11111111,5,1,0,3,8,Orthodox,185.42,195.58,170.0,29.0,9
2075,Spencer Fisher,0,2,19.0,0.3,33.5,0.6,58.1,2,3,0,2,7,Southpaw,170.18,177.8,155.0,33.0,10
2077,Terry Etim,0,2,13.2,0.4,26.8,0.2,30.8,2,2,0,1,3,Orthodox,185.42,185.42,155.0,23.0,5
2078,Dennis Siver,0,1,12.8,0.4,18.8,0.4,52.6,1,3,0,2,2,Orthodox,167.64,177.8,145.0,30.0,5
2079,Paul Taylor,1,0,30.2,0.6,53.4,0.4,104.4,1,3,0,1,2,Orthodox,182.88,182.88,155.0,29.0,5
2083,Lyoto Machida,0,6,26.33333333,1.0,47.5,1.5,72.83333333,6,0,0,1,6,Southpaw,185.42,187.96,185.0,30.0,6
2084,Matt Hughes,2,0,15.05,0.0,20.4,2.2,39.35,6,5,12,5,15,Switch,175.26,185.42,170.0,35.0,20
2085,Drew McFedries,2,0,9.142857142999999,0.571428571,11.85714286,0.28571428600000004,14.14285714,1,4,0,3,3,Southpaw,182.88,182.88,185.0,30.0,7
2087,Frankie Edgar,0,1,36.2,0.0,44.6,5.4,92.4,3,1,0,1,4,Orthodox,167.64,172.72,145.0,27.0,5
2093,Anderson Silva,0,8,14.125,1.0,24.375,0.25,33.125,8,0,5,6,8,Southpaw,187.96,195.58,185.0,34.0,8
2094,Sam Stout,2,0,21.16666667,0.0,45.66666667,0.166666667,57.66666667,1,4,0,0,2,Orthodox,175.26,177.8,155.0,24.0,6
2097,Cheick Kongo,0,2,16.375,0.375,36.0,1.25,64.75,2,2,0,3,6,Orthodox,193.04,208.28,240.0,33.0,8
2100,Nate Quarry,1,0,15.14285714,0.571428571,30.0,0.0,36.57142857,3,2,1,4,5,Open Stance,182.88,182.88,185.0,37.0,7
2101,Ed Herman,2,0,17.71428571,0.14285714300000002,23.57142857,2.5714285709999998,51.14285714,3,4,1,1,3,Orthodox,185.42,195.58,205.0,28.0,7
2104,Martin Kampmann,0,1,21.83333333,0.333333333,28.83333333,0.5,39.5,4,1,0,1,5,Orthodox,182.88,182.88,170.0,26.0,6
2106,Tyson Griffin,1,0,26.71428571,0.0,49.0,1.571428571,79.0,4,2,0,0,5,Orthodox,167.64,172.72,145.0,24.0,7
2108,Gleison Tibau,0,1,10.85714286,0.0,12.42857143,3.571428571,46.42857143,3,3,0,0,4,Southpaw,177.8,180.34,155.0,25.0,7
2109,Ricardo Almeida,1,0,5.8,0.0,11.0,1.0,16.8,1,3,0,0,2,Orthodox,182.88,187.96,170.0,32.0,5
2112,Jorge Rivera,1,0,14.0,0.333333333,23.88888889,0.222222222,42.88888889,1,5,0,2,4,Orthodox,185.42,185.42,185.0,37.0,9
2114,Rampage Jackson,0,1,23.8,1.0,37.2,0.4,66.0,3,1,3,3,4,Orthodox,185.42,185.42,205.0,30.0,5
2117,Matt Hamill,0,1,27.85714286,0.0,30.85714286,2.4285714290000002,66.28571429,3,2,0,4,5,Orthodox,185.42,193.04,205.0,32.0,7
2118,Gray Maynard,0,4,14.2,0.4,18.0,3.6,41.6,4,1,0,1,4,Orthodox,175.26,177.8,155.0,29.0,5
2120,Kendall Grove,0,1,16.5,0.0,25.0,0.333333333,46.33333333,3,2,1,1,4,Orthodox,198.12,200.66,185.0,26.0,6
2122,Brandon Vera,1,0,11.125,0.5,27.125,0.5,34.5,4,3,0,3,5,Orthodox,190.5,193.04,230.0,31.0,8
2124,Diego Sanchez,0,2,19.7,0.4,26.9,1.6,42.2,6,2,1,5,8,Southpaw,177.8,182.88,170.0,27.0,10
2126,Nate Marquardt,0,1,18.875,0.75,28.125,2.375,38.875,4,2,1,1,6,Orthodox,182.88,187.96,185.0,29.0,8
2131,Joe Lauzon,0,1,8.4,0.2,9.2,1.6,16.6,3,1,0,2,4,Orthodox,177.8,180.34,155.0,24.0,5
2133,Josh Neer,1,0,22.85714286,0.14285714300000002,28.42857143,1.285714286,46.14285714,2,4,0,0,3,Orthodox,180.34,182.88,170.0,25.0,7
2134,Anthony Johnson,0,1,14.8,0.8,25.2,1.8,51.6,1,2,0,3,3,Orthodox,187.96,198.12,205.0,24.0,5
2135,Kurt Pellegrino,0,1,19.14285714,0.28571428600000004,23.57142857,2.142857143,47.14285714,2,3,0,1,4,Orthodox,172.72,177.8,155.0,29.0,7
2137,Gleison Tibau,2,0,11.83333333,0.0,13.33333333,3.833333333,50.5,3,3,0,0,3,Southpaw,177.8,180.34,155.0,25.0,6
2139,Georges St-Pierre,0,4,30.84615385,0.538461538,44.0,2.8461538460000004,88.92307692,5,2,6,4,11,Orthodox,180.34,193.04,185.0,27.0,13
2140,Lyoto Machida,0,5,28.4,0.8,52.2,1.4,81.0,5,0,0,0,5,Southpaw,185.42,187.96,185.0,30.0,5
2142,Clay Guida,0,2,23.14285714,0.428571429,34.28571429,4.0,75.71428571,2,3,0,1,4,Orthodox,170.18,177.8,155.0,27.0,7
2143,Jon Fitch,1,0,21.77777778,0.222222222,31.55555556,2.777777778,116.66666670000001,8,1,1,1,8,Orthodox,182.88,193.04,170.0,30.0,9
2144,Thiago Tavares,2,0,10.33333333,0.0,14.66666667,3.166666667,72.66666667,2,3,0,0,3,Orthodox,170.18,172.72,145.0,24.0,6
2145,Jake O'Brien,2,0,10.6,0.0,11.2,4.2,55.0,3,2,0,1,3,Orthodox,190.5,193.04,205.0,24.0,5
2146,Dan Henderson,0,1,24.4,0.4,36.2,1.6,62.6,2,2,3,0,3,Orthodox,180.34,187.96,185.0,38.0,5
2149,Alan Belcher,0,1,11.85714286,0.14285714300000002,22.71428571,0.428571429,33.28571429,2,3,0,1,4,Orthodox,187.96,185.42,185.0,24.0,7
2150,Marcus Davis,0,1,14.55555556,0.333333333,21.11111111,1.0,42.66666667,6,2,0,2,7,Southpaw,177.8,177.8,170.0,35.0,9
2151,Martin Kampmann,1,0,21.0,0.2,28.0,0.6,37.2,4,1,0,0,4,Orthodox,182.88,182.88,170.0,26.0,5
2155,Rashad Evans,0,2,18.625,0.5,22.625,4.0,38.25,5,1,1,3,7,Orthodox,182.88,190.5,205.0,29.0,8
2156,Frank Mir,0,2,4.0,0.083333333,9.333333332999999,0.916666667,19.41666667,4,3,1,1,9,Southpaw,190.5,200.66,264.0,29.0,12
2159,Cheick Kongo,0,1,15.42857143,0.28571428600000004,36.28571429,1.285714286,63.57142857,2,2,0,2,5,Orthodox,193.04,208.28,240.0,33.0,7
2160,Yushin Okami,0,2,20.42857143,0.28571428600000004,28.28571429,2.4285714290000002,65.42857143,4,1,0,3,6,Southpaw,187.96,190.5,170.0,27.0,7
2161,Antoni Hardonk,0,2,9.8,0.6,18.0,0.0,24.4,2,2,0,3,3,Orthodox,193.04,198.12,245.0,32.0,5
2162,Matt Hamill,1,0,26.83333333,0.0,29.33333333,2.666666667,66.83333333,3,2,0,3,4,Orthodox,185.42,193.04,205.0,32.0,6
2165,Wilson Gouveia,0,1,11.0,0.428571429,19.71428571,0.571428571,26.71428571,4,2,0,1,5,Orthodox,185.42,193.04,185.0,30.0,7
2166,Josh Koscheck,1,0,15.41666667,0.166666667,20.08333333,2.25,43.91666667,5,3,0,3,9,Orthodox,177.8,185.42,170.0,31.0,12
2167,Mike Swick,0,2,8.5,0.25,22.25,0.625,34.125,5,1,0,2,7,Orthodox,185.42,195.58,170.0,29.0,8
2170,Luigi Fioravanti,1,0,13.0,0.28571428600000004,24.57142857,2.285714286,45.14285714,2,4,0,2,3,Orthodox,172.72,177.8,170.0,27.0,7
2175,Kenny Florian,0,5,16.8,0.0,24.9,1.8,56.8,5,2,2,2,8,Southpaw,177.8,187.96,145.0,32.0,10
2176,Dustin Hazelett,0,1,13.33333333,0.0,16.83333333,0.333333333,24.33333333,3,2,0,0,4,Orthodox,185.42,193.04,170.0,22.0,6
2177,Gabriel Gonzaga,0,1,8.285714286000001,0.428571429,14.0,1.571428571,29.28571429,4,2,1,3,5,Orthodox,187.96,193.04,242.0,29.0,7
2183,Anderson Silva,0,7,14.57142857,1.142857143,23.71428571,0.14285714300000002,33.28571429,7,0,4,5,7,Southpaw,187.96,195.58,185.0,33.0,7
2184,Thiago Alves,0,6,13.7,0.6,24.2,0.6,37.8,6,2,0,6,8,Orthodox,175.26,177.8,170.0,25.0,10
2186,Sean Sherk,1,0,21.33333333,0.0,28.66666667,4.555555556,117.7777778,3,3,4,0,6,Orthodox,167.64,170.18,155.0,35.0,9
