,fighter,current_lose_streak,current_win_streak,avg_head_landed,avg_KD,avg_sig_str_landed,avg_td_landed,avg_total_str_landed,longest_winning_streak,losses,total_title_bouts,win_by_ko/tko,wins,stance,height_cms,reach_cms,weight_lbs,age,total_fights
0,Henry Cejudo,0,4,23.9,0.4,44.0,1.9,69.1,4,2,3,2,8,Orthodox,162.56,162.56,135.0,32.0,10
1,Valentina Shevchenko,0,2,37.0,0.0,59.42857143,2.4285714290000002,102.8571429,2,2,2,0,5,Southpaw,165.1,167.64,125.0,31.0,7
2,Tony Ferguson,0,11,35.6,0.2,55.46666667,0.4,63.4,11,1,2,3,14,Orthodox,180.34,193.04,155.0,35.0,15
3,Aljamain Sterling,0,3,23.33333333,0.0,52.25,1.75,85.75,4,3,0,1,9,Orthodox,170.18,180.34,135.0,29.0,12
5,Eddie Wineland,2,0,27.08333333,0.5,35.75,0.166666667,38.75,2,7,1,4,5,Orthodox,170.18,175.26,135.0,34.0,12
6,Katlyn Chookagian,1,0,37.16666667,0.166666667,61.16666667,0.0,73.33333333,3,2,0,0,4,Orthodox,175.26,172.72,125.0,30.0,6
7,Makwan Amirkhani,0,1,15.4,0.2,16.4,2.4,24.8,3,1,0,1,4,Southpaw,177.8,182.88,145.0,30.0,5
10,Rafael Dos Anjos,2,0,27.30769231,0.192307692,47.92307692,1.730769231,67.96153846,5,9,4,4,17,Southpaw,172.72,177.8,170.0,34.0,26
11,Vicente Luque,0,4,26.7,0.6,38.8,0.6,45.7,4,2,0,5,8,Orthodox,180.34,190.5,170.0,27.0,10
12,Charles Oliveira,0,4,11.13043478,0.086956522,20.56521739,1.3043478259999999,31.04347826,4,9,0,0,14,Orthodox,177.8,187.96,155.0,29.0,23
15,Desmond Green,0,1,29.33333333,0.166666667,44.33333333,1.0,49.66666667,1,3,0,1,3,Southpaw,177.8,185.42,155.0,29.0,6
16,Zak Cummings,0,1,17.9,0.3,28.9,0.7,39.9,2,3,0,1,7,Southpaw,182.88,190.5,185.0,34.0,10
18,Jared Cannonier,0,1,25.25,0.25,32.375,0.125,41.0,2,4,0,3,4,Switch,180.34,195.58,185.0,35.0,8
21,Warlley Alves,1,0,18.44444444,0.111111111,31.55555556,0.8888888890000001,41.77777778,4,3,1,0,6,Orthodox,180.34,182.88,170.0,28.0,9
23,Derek Brunson,2,0,14.07142857,0.35714285700000004,18.5,0.9285714290000001,36.78571429,5,5,0,6,9,Southpaw,185.42,195.58,185.0,35.0,14
24,Walt Harris,1,0,13.90909091,0.545454545,21.09090909,0.181818182,24.18181818,2,7,0,4,4,Southpaw,195.58,195.58,250.0,35.0,11
25,Nordine Taleb,2,0,18.5,0.2,35.7,1.6,53.1,3,4,0,2,6,Orthodox,185.42,187.96,170.0,37.0,10
28,Glover Teixeira,0,1,26.375,0.25,30.4375,1.3125,50.0625,5,5,1,4,11,Orthodox,187.96,193.04,205.0,39.0,16
30,Gilbert Burns,0,1,19.6,0.3,31.7,1.6,42.4,3,3,0,2,7,Orthodox,177.8,180.34,155.0,32.0,10
31,Jim Miller,1,0,16.90322581,0.09677419400000001,28.58064516,1.161290323,41.58064516,7,13,0,3,18,Southpaw,172.72,180.34,155.0,35.0,31
32,Angela Hill,2,0,41.11111111,0.222222222,69.55555556,0.333333333,82.22222222,1,6,0,0,3,Orthodox,160.02,162.56,115.0,34.0,9
33,Alistair Overeem,0,1,13.4,0.533333333,29.46666667,0.26666666699999997,39.8,4,6,1,6,9,Orthodox,193.04,203.2,265.0,38.0,15
34,Islam Makhachev,0,4,13.16666667,0.166666667,16.83333333,2.166666667,37.16666667,4,1,0,1,5,Orthodox,177.8,177.8,155.0,27.0,6
36,Krzysztof Jotko,3,0,22.1,0.2,34.5,0.9,70.4,5,4,0,1,6,Southpaw,185.42,195.58,185.0,29.0,10
38,Alexander Yakovlev,2,0,11.33333333,0.333333333,23.0,1.0,26.66666667,2,4,0,1,2,Southpaw,190.5,187.96,155.0,34.0,6
40,Max Griffin,2,0,37.83333333,0.666666667,52.16666667,0.5,61.33333333,1,4,0,1,2,Orthodox,180.34,193.04,170.0,33.0,6
43,Josh Emmett,1,0,25.5,1.0,46.16666667,1.5,50.83333333,2,2,0,1,4,Orthodox,167.64,177.8,145.0,34.0,6
48,Curtis Blaydes,1,0,27.5,0.125,38.25,4.125,68.125,4,3,0,2,5,Orthodox,193.04,203.2,265.0,28.0,8
49,John Makdessi,0,2,33.53333333,0.4,61.33333333,0.0,66.13333333,3,6,0,3,9,Orthodox,172.72,172.72,155.0,33.0,15
50,Jussier Formiga,0,3,10.75,0.166666667,15.25,1.4166666669999999,36.5,3,4,0,0,8,Orthodox,165.1,170.18,125.0,33.0,12
53,Marlon Vera,0,2,19.3,0.4,37.1,0.6,42.7,3,4,0,2,6,Switch,172.72,177.8,135.0,26.0,10
54,Randa Markos,2,0,32.3,0.0,40.7,1.5,76.0,1,6,0,0,4,Orthodox,162.56,160.02,115.0,33.0,10
55,Leon Edwards,0,6,22.2,0.3,34.0,1.2,54.7,6,2,0,2,8,Southpaw,182.88,187.96,170.0,27.0,10
57,Jack Marshman,2,0,21.2,0.6,29.0,0.0,35.6,1,3,0,1,2,Orthodox,182.88,185.42,185.0,29.0,5
59,Marc Diakiese,2,0,16.0,0.2,27.4,1.4,39.2,3,2,0,2,3,Orthodox,177.8,185.42,155.0,25.0,5
61,Elizeu Zaleski dos Santos,0,6,34.28571429,0.28571428600000004,51.42857143,0.28571428600000004,56.42857143,6,1,0,3,6,Orthodox,180.34,185.42,170.0,32.0,7
63,Beneil Dariush,0,1,21.42857143,0.28571428600000004,37.0,0.9285714290000001,48.21428571,5,5,0,1,9,Southpaw,177.8,182.88,155.0,29.0,14
64,Anthony Rocco Martin,0,3,25.54545455,0.181818182,32.81818182,0.727272727,46.36363636,3,4,0,1,7,Orthodox,182.88,185.42,170.0,29.0,11
65,Alex Morono,0,1,39.0,0.28571428600000004,51.71428571,0.0,63.42857143,2,3,0,0,4,Orthodox,180.34,182.88,170.0,28.0,7
66,Alex White,2,0,24.625,0.5,40.875,0.625,54.5,1,5,0,2,3,Southpaw,182.88,180.34,155.0,30.0,8
67,Jon Jones,0,1,31.57894737,0.263157895,61.84210526,1.947368421,75.31578947,13,2,12,5,17,Orthodox,193.04,213.36,205.0,31.0,19
69,Diego Sanchez,0,1,24.07142857,0.214285714,33.75,1.107142857,45.53571429,6,11,2,5,17,Southpaw,177.8,182.88,170.0,37.0,28
70,Stefan Struve,3,0,13.71428571,0.14285714300000002,24.71428571,0.28571428600000004,33.23809524,4,9,0,5,12,Orthodox,210.82,213.36,265.0,31.0,21
71,Liz Carmouche,0,1,20.0,0.0,35.25,2.75,96.75,2,4,1,1,4,Orthodox,167.64,167.64,125.0,35.0,8
75,Francis Ngannou,0,1,11.44444444,0.444444444,14.33333333,0.0,19.11111111,6,2,1,5,7,Orthodox,193.04,210.82,250.0,32.0,9
76,Vicente Luque,0,3,15.0,0.5555555560000001,25.0,0.666666667,32.55555556,4,2,0,4,7,Orthodox,180.34,190.5,170.0,27.0,9
77,Andre Fili,1,0,28.54545455,0.272727273,41.72727273,2.090909091,51.81818182,2,5,0,2,6,Orthodox,180.34,187.96,145.0,28.0,11
79,Lando Vannata,4,0,31.33333333,0.833333333,57.83333333,1.166666667,64.66666667,1,5,0,1,1,Orthodox,175.26,180.34,155.0,26.0,6
84,Jose Aldo,0,1,42.5,0.333333333,56.66666667,1.0,66.16666667,7,3,11,3,9,Orthodox,170.18,177.8,145.0,32.0,12
85,Demian Maia,3,0,18.57142857,0.035714286,22.92857143,2.142857143,56.03571429,7,9,2,1,19,Southpaw,185.42,182.88,170.0,41.0,28
86,Charles Oliveira,0,3,10.68181818,0.090909091,20.22727273,1.318181818,31.04545455,4,9,0,0,13,Orthodox,177.8,187.96,155.0,29.0,22
91,Thiago Alves,2,0,20.41666667,0.541666667,39.66666667,0.541666667,53.33333333,7,10,1,7,14,Orthodox,175.26,177.8,170.0,35.0,24
92,Henry Cejudo,0,3,24.66666667,0.333333333,46.88888889,2.111111111,74.77777778,4,2,2,1,7,Orthodox,162.56,162.56,135.0,31.0,9
93,Gregor Gillespie,0,5,20.6,0.4,23.2,3.4,44.8,5,0,0,2,5,Orthodox,170.18,180.34,155.0,32.0,5
94,Joseph Benavidez,0,1,26.375,0.25,47.3125,1.0625,57.9375,6,3,2,4,13,Southpaw,162.56,165.1,125.0,34.0,16
95,Paige VanZant,2,0,26.14285714,0.14285714300000002,42.14285714,1.142857143,102.2857143,3,3,0,2,4,Orthodox,162.56,165.1,115.0,24.0,7
96,Glover Teixeira,1,0,27.73333333,0.26666666699999997,32.06666667,1.333333333,52.06666667,5,5,1,4,10,Orthodox,187.96,193.04,205.0,39.0,15
97,Joanne Calderwood,0,1,26.42857143,0.428571429,58.0,1.142857143,92.0,2,3,0,1,4,Orthodox,167.64,165.1,125.0,33.0,7
99,Dennis Bermudez,4,0,33.8125,0.3125,50.4375,2.875,77.9375,7,7,1,1,9,Orthodox,167.64,167.64,155.0,32.0,16
100,Jon Jones,1,0,31.88888889,0.27777777800000003,62.0,2.0,76.0,13,2,11,4,16,Orthodox,193.04,213.36,205.0,31.0,18
102,Uriah Hall,1,0,16.30769231,0.307692308,29.84615385,0.538461538,37.23076923,3,7,1,3,6,Orthodox,182.88,200.66,185.0,34.0,13
104,Edson Barboza,2,0,16.89473684,0.473684211,41.21052632,0.36842105299999994,42.84210526,4,6,0,6,13,Orthodox,180.34,190.5,155.0,32.0,19
105,Rob Font,1,0,25.375,0.625,36.375,0.625,39.625,2,3,0,4,5,Orthodox,172.72,180.34,135.0,31.0,8
106,Zak Ottow,1,0,17.83333333,0.333333333,29.83333333,0.5,48.66666667,1,3,0,1,3,Orthodox,180.34,182.88,170.0,31.0,6
108,Max Holloway,0,12,52.77777778,0.444444444,74.27777778,0.222222222,81.44444444,12,3,3,8,15,Orthodox,180.34,175.26,155.0,27.0,18
109,Valentina Shevchenko,0,1,34.83333333,0.0,54.5,2.0,100.33333329999999,2,2,1,0,4,Southpaw,165.1,167.64,125.0,30.0,6
111,Elias Theodorou,0,2,25.77777778,0.0,54.11111111,1.4444444440000002,87.33333333,3,2,1,2,7,Orthodox,185.42,190.5,185.0,30.0,9
113,Diego Ferreira,0,2,19.0,0.333333333,27.83333333,0.166666667,40.5,2,2,0,2,4,Orthodox,175.26,187.96,155.0,33.0,6
114,Junior Dos Santos,0,1,37.11764706,0.705882353,59.35294118,0.294117647,65.0,9,4,5,8,13,Orthodox,193.04,195.58,238.0,34.0,17
115,Mauricio Rua,1,0,23.88888889,0.7222222220000001,38.77777778,1.166666667,58.11111111,3,9,3,7,9,Orthodox,185.42,193.04,205.0,37.0,18
116,Wilson Reis,3,0,12.18181818,0.0,21.63636364,3.9090909089999997,46.90909091,3,5,1,0,6,Southpaw,162.56,165.1,125.0,33.0,11
117,Keita Nakamura,1,0,24.11111111,0.333333333,29.66666667,2.0,50.55555556,1,6,0,0,3,Southpaw,180.34,185.42,170.0,34.0,9
118,Pedro Munhoz,0,1,24.8,0.3,43.8,0.7,50.4,4,4,0,1,6,Orthodox,167.64,165.1,135.0,32.0,10
119,Joseph Benavidez,1,0,26.8,0.26666666699999997,48.13333333,1.066666667,59.0,6,3,2,3,12,Southpaw,162.56,165.1,125.0,34.0,15
120,Tim Means,2,0,31.52941176,0.41176470600000004,50.17647059,0.470588235,65.82352941,4,8,0,4,9,Orthodox,187.96,190.5,170.0,34.0,17
122,Alistair Overeem,2,0,13.42857143,0.571428571,30.0,0.214285714,40.78571429,4,6,1,5,8,Orthodox,193.04,203.2,265.0,38.0,14
124,Li Jingliang,0,1,27.88888889,0.444444444,45.55555556,0.666666667,52.77777778,3,3,0,4,6,Orthodox,182.88,180.34,170.0,30.0,9
129,Ricardo Lamas,2,0,13.57142857,0.14285714300000002,29.57142857,0.9285714290000001,40.92857143,4,5,1,3,9,Orthodox,172.72,180.34,145.0,36.0,14
131,Michel Prazeres,0,7,22.09090909,0.090909091,33.45454545,3.727272727,48.72727273,7,2,0,0,9,Orthodox,167.64,170.18,170.0,37.0,11
134,Donald Cerrone,1,0,20.5,0.607142857,43.67857143,0.7142857140000001,49.92857143,8,8,1,9,20,Orthodox,185.42,185.42,155.0,35.0,28
135,Beneil Dariush,3,0,21.38461538,0.307692308,36.46153846,0.692307692,43.23076923,5,5,0,1,8,Southpaw,177.8,182.88,155.0,29.0,13
140,Daniel Cormier,0,2,36.16666667,0.166666667,50.5,1.4166666669999999,93.0,4,2,7,3,10,Orthodox,180.34,182.88,235.0,39.0,12
144,Michael Johnson,0,1,25.26315789,0.473684211,46.52631579,0.42105263200000004,49.21052632,4,9,1,4,10,Southpaw,177.8,185.42,145.0,32.0,19
145,Misha Cirkunov,2,0,17.83333333,0.0,23.0,1.5,38.0,4,2,0,1,4,Orthodox,190.5,195.58,205.0,31.0,6
147,Gian Villante,1,0,32.84615385,0.23076923100000002,50.07692308,0.384615385,57.46153846,2,7,0,4,6,Orthodox,190.5,193.04,205.0,33.0,13
150,Stevie Ray,2,0,24.75,0.125,35.875,0.625,51.25,3,3,0,2,5,Southpaw,177.8,177.8,155.0,28.0,8
151,Khabib Nurmagomedov,0,10,51.2,0.2,58.7,4.9,89.5,10,0,1,2,10,Orthodox,177.8,177.8,155.0,30.0,10
152,Tony Ferguson,0,10,33.42857143,0.214285714,51.28571429,0.428571429,59.71428571,10,1,2,2,13,Orthodox,180.34,193.04,155.0,34.0,14
153,Derrick Lewis,0,2,21.35714286,0.28571428600000004,26.85714286,0.35714285700000004,29.78571429,6,3,0,9,11,Orthodox,190.5,200.66,260.0,33.0,14
154,Michelle Waterson,0,1,19.0,0.0,39.6,2.0,57.8,2,2,0,0,3,Orthodox,160.02,157.48,115.0,32.0,5
155,Vicente Luque,0,2,13.75,0.5,23.0,0.75,31.5,4,2,0,3,6,Orthodox,180.34,190.5,170.0,26.0,8
157,Scott Holtzman,0,2,42.66666667,0.333333333,63.33333333,3.0,112.16666670000001,2,2,0,0,4,Orthodox,175.26,175.26,155.0,35.0,6
158,Thiago Santos,0,1,15.6,0.6,27.0,0.333333333,32.86666667,4,5,0,8,10,Orthodox,187.96,193.04,205.0,34.0,15
159,Alex Oliveira,0,1,16.41666667,0.41666666700000005,27.75,2.166666667,44.0,3,4,0,3,8,Orthodox,180.34,193.04,170.0,30.0,12
160,Charles Oliveira,0,1,11.1,0.1,20.85,1.3,32.7,4,9,0,0,11,Orthodox,177.8,187.96,155.0,28.0,20
161,Francisco Trinaldo,1,0,22.94117647,0.176470588,37.94117647,0.9411764709999999,51.52941176,7,5,0,2,12,Southpaw,175.26,177.8,155.0,40.0,17
162,Sergio Moraes,0,1,26.1,0.1,34.1,0.8,40.2,4,3,1,1,7,Orthodox,182.88,182.88,170.0,36.0,10
163,Thales Leites,2,0,18.05,0.2,25.4,1.75,38.95,5,8,1,2,12,Orthodox,185.42,198.12,185.0,37.0,20
164,Elizeu Zaleski dos Santos,0,5,38.66666667,0.166666667,57.5,0.333333333,63.33333333,5,1,0,2,5,Orthodox,180.34,185.42,170.0,31.0,6
165,Jan Blachowicz,0,3,34.22222222,0.333333333,48.44444444,1.333333333,68.33333333,3,4,0,1,5,Orthodox,187.96,198.12,205.0,35.0,9
167,Rustam Khabilov,0,5,19.8,0.1,26.7,3.5,44.1,5,2,0,1,8,Orthodox,172.72,185.42,155.0,31.0,10
168,Mairbek Taisumov,0,5,13.42857143,0.571428571,22.14285714,1.0,26.42857143,5,1,0,5,6,Orthodox,175.26,185.42,155.0,30.0,7
172,Tyron Woodley,0,2,18.27272727,0.818181818,32.45454545,0.454545455,47.81818182,3,3,4,5,8,Orthodox,175.26,187.96,170.0,36.0,11
173,Jessica Andrade,0,2,51.46153846,0.076923077,75.53846154,2.538461538,106.5384615,3,4,1,1,9,Orthodox,154.94,157.48,115.0,26.0,13
175,Jimmie Rivera,1,0,26.5,0.5,46.66666667,0.833333333,51.16666667,5,1,0,1,5,Orthodox,162.56,172.72,135.0,29.0,6
177,Aljamain Sterling,0,1,22.1,0.0,49.3,1.9,83.7,4,3,0,1,7,Orthodox,170.18,180.34,135.0,29.0,10
179,Diego Sanchez,2,0,23.7037037,0.222222222,33.2962963,1.037037037,44.18518519,6,11,2,5,16,Southpaw,177.8,182.88,170.0,36.0,27
180,Jim Miller,4,0,17.68965517,0.10344827599999999,30.0,1.2068965520000001,43.82758621,7,12,0,3,17,Southpaw,172.72,180.34,155.0,35.0,29
183,Michael Johnson,3,0,24.94444444,0.5,45.5,0.444444444,48.05555556,4,9,1,4,9,Southpaw,177.8,185.42,145.0,32.0,18
184,Cortney Casey,2,0,38.0,0.0,53.375,0.25,77.5,2,5,0,1,3,Orthodox,170.18,170.18,115.0,31.0,8
186,James Krause,0,4,40.88888889,0.0,53.66666667,0.7777777779999999,61.88888889,4,3,0,1,6,Orthodox,187.96,185.42,170.0,32.0,9
190,Joanne Calderwood,2,0,30.16666667,0.5,66.83333333,1.333333333,103.33333329999999,2,3,0,1,3,Orthodox,167.64,165.1,125.0,32.0,6
191,Drew Dober,0,2,23.5,0.3,37.7,0.5,49.7,2,5,0,2,5,Southpaw,172.72,177.8,155.0,29.0,10
192,Rani Yahya,0,2,11.5,0.0,19.21428571,2.4285714290000002,55.14285714,4,4,0,0,10,Orthodox,167.64,170.18,135.0,33.0,14
193,TJ Dillashaw,0,3,46.35714286,0.5,68.5,1.5,92.07142857,4,3,6,6,11,Orthodox,167.64,170.18,125.0,32.0,14
194,Thiago Santos,1,0,13.14285714,0.642857143,24.0,0.14285714300000002,29.42857143,4,5,0,8,9,Orthodox,187.96,193.04,205.0,34.0,14
195,Pedro Munhoz,1,0,18.88888889,0.0,35.66666667,0.7777777779999999,38.22222222,4,4,0,1,5,Orthodox,167.64,165.1,135.0,31.0,9
199,Marlon Vera,2,0,19.5,0.25,37.75,0.375,41.5,3,4,0,1,4,Switch,172.72,177.8,135.0,25.0,8
200,Jose Aldo,2,0,44.45454545,0.272727273,59.18181818,1.0909090909999999,69.54545455,7,3,11,2,8,Orthodox,170.18,177.8,145.0,31.0,11
201,Joanna Jedrzejczyk,2,0,61.4,0.1,120.5,0.2,131.6,8,2,8,2,8,Orthodox,167.64,165.1,125.0,30.0,10
203,Jordan Mein,0,1,22.125,0.375,33.375,1.375,43.0,2,4,0,2,4,Orthodox,182.88,185.42,170.0,28.0,8
205,John Makdessi,0,1,28.85714286,0.428571429,56.35714286,0.0,61.28571429,3,6,0,3,8,Orthodox,172.72,172.72,155.0,33.0,14
206,Dustin Ortiz,0,2,22.75,0.083333333,38.0,2.666666667,85.25,2,5,0,3,7,Orthodox,165.1,165.1,125.0,29.0,12
208,Marcin Tybura,2,0,38.33333333,0.166666667,54.66666667,1.0,97.66666667,3,3,0,2,3,Orthodox,190.5,198.12,249.0,32.0,6
209,Danny Roberts,0,1,17.66666667,0.333333333,29.33333333,0.0,31.5,2,2,0,2,4,Southpaw,185.42,187.96,170.0,31.0,6
211,Junior Dos Santos,1,0,35.3125,0.75,56.1875,0.3125,62.1875,9,4,5,8,12,Orthodox,193.04,195.58,238.0,34.0,16
212,Sage Northcutt,0,2,22.14285714,0.14285714300000002,34.71428571,1.142857143,57.42857143,2,2,0,1,5,Orthodox,182.88,180.34,170.0,22.0,7
213,Cat Zingano,3,0,18.6,0.0,29.0,1.4,60.0,2,3,1,2,2,Southpaw,167.64,172.72,145.0,36.0,5
214,Liz Carmouche,1,0,18.28571429,0.0,32.71428571,2.714285714,95.0,2,4,1,1,3,Orthodox,167.64,167.64,125.0,34.0,7
217,Raphael Assuncao,0,3,25.0,0.166666667,46.58333333,0.916666667,54.08333333,7,2,0,2,10,Orthodox,165.1,167.64,135.0,35.0,12
219,Dan Hooker,0,3,24.55555556,0.333333333,34.77777778,0.333333333,52.44444444,3,3,0,4,6,Switch,182.88,190.5,155.0,28.0,9
220,Alex Caceres,1,0,29.27777778,0.166666667,46.55555556,0.5,56.66666667,2,10,0,0,8,Southpaw,177.8,185.42,145.0,30.0,18
223,Ovince Saint Preux,1,0,17.25,0.1875,24.8125,0.5625,31.8125,4,6,1,5,10,Southpaw,190.5,203.2,205.0,35.0,16
224,Li Jingliang,1,0,27.375,0.5,39.25,0.75,47.375,3,3,0,4,5,Orthodox,182.88,180.34,170.0,30.0,8
228,Robert Whittaker,0,8,40.41666667,0.666666667,53.83333333,0.333333333,62.83333333,8,2,2,5,10,Orthodox,182.88,185.42,185.0,27.0,12
229,Holly Holm,1,0,23.625,0.25,50.75,0.25,61.5,3,4,4,2,4,Southpaw,172.72,175.26,145.0,36.0,8
230,Claudia Gadelha,1,0,42.28571429,0.14285714300000002,50.71428571,3.857142857,73.0,2,3,1,0,4,Orthodox,162.56,160.02,115.0,29.0,7
232,Walt Harris,2,0,13.44444444,0.5555555560000001,19.88888889,0.111111111,23.33333333,2,6,0,3,3,Southpaw,195.58,195.58,250.0,34.0,9
234,Belal Muhammad,0,3,42.16666667,0.0,58.33333333,2.0,95.0,3,2,0,1,4,Orthodox,180.34,182.88,170.0,29.0,6
236,Neil Magny,0,1,32.77777778,0.055555556,45.38888889,2.277777778,80.33333333,7,5,0,4,13,Orthodox,190.5,203.2,170.0,30.0,18
240,Elias Theodorou,0,1,24.375,0.0,51.25,1.625,80.75,3,2,1,2,6,Orthodox,185.42,190.5,185.0,29.0,8
241,Vicente Luque,0,1,14.42857143,0.428571429,24.28571429,0.857142857,34.0,4,2,0,2,5,Orthodox,180.34,190.5,170.0,26.0,7
243,Gabriel Benitez,0,1,24.33333333,0.166666667,44.83333333,0.0,56.16666667,2,2,0,0,4,Southpaw,172.72,180.34,145.0,29.0,6
245,Amanda Nunes,0,6,18.77777778,0.222222222,31.11111111,0.8888888890000001,39.0,6,1,3,4,8,Orthodox,172.72,175.26,145.0,29.0,9
247,John Lineker,0,1,31.42857143,0.7142857140000001,57.28571429,0.428571429,66.85714286,6,3,0,5,11,Orthodox,160.02,170.18,135.0,27.0,14
248,Cezar Ferreira,0,1,9.916666667000001,0.166666667,18.91666667,1.75,38.33333333,3,4,1,0,8,Southpaw,185.42,198.12,185.0,33.0,12
249,Aleksei Oleinik,1,0,14.0,0.333333333,20.83333333,1.333333333,49.16666667,2,2,0,1,4,Orthodox,187.96,203.2,240.0,40.0,6
251,Elizeu Zaleski dos Santos,0,4,44.6,0.0,66.0,0.4,72.4,4,1,0,1,4,Orthodox,180.34,185.42,170.0,31.0,5
252,Warlley Alves,0,1,19.85714286,0.14285714300000002,32.42857143,1.0,40.42857143,4,2,1,0,5,Orthodox,180.34,182.88,170.0,27.0,7
254,Frankie Edgar,1,0,40.60869565,0.130434783,61.08695652,2.913043478,88.65217391,5,7,8,4,16,Orthodox,167.64,172.72,145.0,36.0,23
256,David Branch,1,0,8.5,0.0,20.16666667,1.8333333330000001,52.66666667,2,3,0,0,3,Orthodox,185.42,198.12,185.0,36.0,6
257,Aljamain Sterling,1,0,20.11111111,0.0,44.88888889,1.7777777780000001,80.0,4,3,0,1,6,Orthodox,170.18,180.34,135.0,28.0,9
258,Ryan LaFlare,1,0,24.375,0.25,46.0,2.5,65.625,4,2,0,0,6,Southpaw,185.42,187.96,170.0,34.0,8
259,Siyar Bahadurzada,0,2,26.2,0.8,35.8,0.8,65.0,2,2,0,2,3,Orthodox,180.34,185.42,170.0,34.0,5
260,Corey Anderson,2,0,41.7,0.0,53.6,3.3,83.4,3,4,1,2,6,Orthodox,190.5,200.66,205.0,28.0,10
261,Anthony Rocco Martin,1,0,23.125,0.0,30.5,1.0,46.75,3,4,0,0,4,Orthodox,182.88,185.42,170.0,28.0,8
262,Dustin Poirier,0,1,35.15789474,0.526315789,45.89473684,1.263157895,55.73684211,4,5,0,6,14,Southpaw,175.26,182.88,155.0,29.0,19
266,Gilbert Burns,0,1,16.0,0.14285714300000002,28.14285714,1.571428571,36.0,3,2,0,1,5,Orthodox,177.8,180.34,155.0,31.0,7
268,Khabib Nurmagomedov,0,9,43.33333333,0.222222222,50.33333333,4.777777778,80.33333333,9,0,0,2,9,Orthodox,177.8,177.8,155.0,29.0,9
269,Rose Namajunas,0,2,29.42857143,0.28571428600000004,39.42857143,2.142857143,49.0,3,2,2,1,5,Orthodox,165.1,165.1,115.0,25.0,7
272,Karolina Kowalkiewicz,0,1,51.33333333,0.0,75.83333333,0.166666667,102.16666670000001,3,2,1,0,4,Orthodox,160.02,162.56,115.0,32.0,6
275,Leon Edwards,0,4,18.5,0.25,26.75,1.375,46.875,4,2,0,1,6,Southpaw,182.88,187.96,170.0,26.0,8
276,Danny Roberts,1,0,20.8,0.2,34.4,0.0,37.0,2,2,0,1,3,Southpaw,185.42,187.96,170.0,30.0,5
281,John Dodson,1,0,23.83333333,0.75,44.08333333,0.75,51.83333333,3,4,3,4,8,Orthodox,160.02,167.64,135.0,33.0,12
282,CB Dollaway,0,1,15.72222222,0.166666667,23.27777778,2.055555556,40.61111111,3,8,1,2,10,Orthodox,187.96,193.04,185.0,34.0,18
284,Jessica Andrade,0,1,51.91666667,0.083333333,74.16666667,1.9166666669999999,102.83333329999999,3,4,1,1,8,Orthodox,154.94,157.48,115.0,26.0,12
285,Sam Alvey,1,0,19.84615385,0.307692308,30.0,0.0,38.30769231,4,5,0,4,8,Southpaw,187.96,190.5,205.0,31.0,13
286,Rani Yahya,0,1,12.30769231,0.0,19.38461538,2.461538462,51.30769231,4,4,0,0,9,Orthodox,167.64,170.18,135.0,33.0,13
287,Donald Cerrone,3,0,20.80769231,0.538461538,43.65384615,0.7307692309999999,50.23076923,8,7,1,8,19,Orthodox,185.42,185.42,155.0,34.0,26
288,Derrick Lewis,1,0,22.58333333,0.166666667,27.16666667,0.333333333,30.41666667,6,3,0,8,9,Orthodox,190.5,200.66,260.0,33.0,12
289,James Vick,0,3,25.44444444,0.333333333,35.22222222,0.111111111,43.0,5,1,0,2,8,Orthodox,190.5,193.04,155.0,30.0,9
290,Sage Northcutt,0,1,20.5,0.166666667,30.0,1.166666667,46.16666667,2,2,0,1,4,Orthodox,182.88,180.34,170.0,21.0,6
293,Yoel Romero,1,0,20.88888889,0.666666667,38.44444444,1.888888889,56.22222222,8,1,1,6,8,Southpaw,182.88,185.42,185.0,40.0,9
295,Jake Matthews,0,1,22.125,0.0,29.375,1.75,50.375,2,3,0,0,5,Orthodox,180.34,185.42,170.0,23.0,8
298,Jussier Formiga,0,1,8.8,0.1,13.8,1.3,29.8,3,4,0,0,6,Orthodox,165.1,170.18,125.0,32.0,10
299,Ross Pearson,4,0,21.95652174,0.260869565,41.95652174,0.6521739129999999,52.47826087,3,12,1,4,11,Orthodox,172.72,175.26,155.0,33.0,23
301,Lyoto Machida,3,0,15.45454545,0.590909091,29.22727273,0.636363636,38.63636364,8,8,5,6,14,Southpaw,185.42,187.96,185.0,39.0,22
302,Valentina Shevchenko,1,0,24.4,0.0,46.4,2.0,74.4,2,2,1,0,3,Southpaw,165.1,167.64,125.0,29.0,5
303,Michel Prazeres,0,5,22.33333333,0.111111111,33.55555556,3.888888889,48.22222222,5,2,0,0,7,Orthodox,167.64,170.18,170.0,36.0,9
304,Tim Johnson,1,0,23.33333333,0.166666667,34.5,1.0,65.16666667,1,3,0,1,3,Southpaw,190.5,195.58,265.0,32.0,6
306,Thiago Santos,0,3,12.25,0.583333333,22.0,0.166666667,26.5,4,4,0,7,8,Orthodox,187.96,193.04,205.0,34.0,12
307,Sergio Moraes,1,0,21.22222222,0.111111111,28.22222222,0.8888888890000001,34.77777778,4,3,1,1,6,Orthodox,182.88,182.88,170.0,35.0,9
308,Alan Patrick,0,2,14.2,0.2,21.0,2.6,51.0,2,1,0,1,4,Southpaw,180.34,187.96,155.0,34.0,5
